id,issn_l,issn,pissn,eissn,display_name,journal_title,publisher.x,publisher.y
https://openalex.org/V4210194555,2476-8642,"[""2476-8642""]",2476-8642,2536-6149,Annals of Health Research,Annals of Health Research,"Medical and Dental Consultants Association of Nigeria, OOUTH Chapter","Medical and Dental Consultants Association of Nigeria, OOUTH Sagamu"
https://openalex.org/V2739151488,0370-5404,null,0370-5404,1851-3018,Revista Industrial y Agrícola de Tucumán,Revista Industrial y Agrícola de Tucumán,NA,Leonardo Daniel Ploper
https://openalex.org/V2739210737,1735-496X,null,1735-496X,2423-3404,Majallah-i ḥuqūq-i taṭbīqī,Majallah-i ḥuqūq-i taṭbīqī,NA,University of Tehran
https://openalex.org/V4210203266,1454-5144,"[""2247-4633"", ""1454-5144""]",1454-5144,2247-4633,Germanistische Beiträge,Germanistische Beiträge,NA,Lucian Blaga University of Sibiu
https://openalex.org/V4210214355,2595-0096,"[""2595-0096""]",NA,2595-0096,Arquivos Brasileiros de Educação Física,Arquivos Brasileiros de Educação Física,Universidade Federal do Tocantins,Universidade Federal do Tocantins
https://openalex.org/V4210223395,2088-6802,"[""2088-6802""]",2088-6802,2442-6830,Jurnal Media Keolahragaan Indonesia: MIKI,Media Ilmu Keolahragaan Indonesia,Universitas Negeri Semarang,Universitas Negeri Semarang
https://openalex.org/V4210232520,2476-9363,"[""2476-9363"", ""2723-7613""]",2476-9363,2723-7613,Tematik: jurnal pemikiran dan penelitian pendidikan anak usia dini,Tematik: Jurnal Pemikiran dan Penelitian Pendidikan Anak Usia Dini,Universitas Negeri Makassar,Program Studi PGPAUD Fakultas Ilmu Pendidikan Univeritas Negeri Makassar
https://openalex.org/V2736767594,1666-5112,null,1666-5112,1669-1830,Cuadernos del CIMBAGE,Cuadernos del CIMBAGE,NA,Universidad de Buenos Aires
https://openalex.org/V2739036679,1826-6223,null,1826-6223,1971-8829,Je-LKS : Journal of e-Learning and Knowledge Society,Je-LKS : Journal of e-Learning and Knowledge Society,NA,Italian e-Learning Association
https://openalex.org/V2764366940,1994-7658,null,1994-7658,1314-0817,European Journal of Tourism Research,European Journal of Tourism Research,NA,Varna University of Management
https://openalex.org/V2764418059,1055-6133,null,1055-6133,2332-9246,disClosure: A Journal of Social Theory,disClosure: A Journal of Social Theory,NA,University of Kentucky
https://openalex.org/V4210198830,2277-4092,"[""2277-4092"", ""2347-6923""]",NA,2347-6923,Annals of ayurvedic medicine,Annals of Ayurvedic Medicine,ScopeMed,Association of Ayurvedic Physicians of India
https://openalex.org/V4210203216,2667-3231,"[""2667-3231""]",NA,2667-3231,Revista latinoamericana de trabajo y trabajadores,Revista Latinoamericana de Trabajo y Trabajadores,Red Latinoamericana Trabajo y Trabajadores,Red Latinoamericana de Trabajo y Trabajadores (REDLATT)
https://openalex.org/V4210212375,2459-3842,"[""2653-9373"", ""2459-3842""]",2653-9373,2459-3842,Conatus - Journal of Philosophy,Conatus - Journal of Philosophy,National Documentation Centre (EKT),The NKUA Applied Philosophy Research Laboratory
https://openalex.org/V2764895392,1617-5247,"[""1617-5247""]",NA,1617-5247,Journal on Ethnopolitics and Minority Issues in Europe : JEMIE,Journal on Ethnopolitics and Minority Issues in Europe,European Centre for Minority Issues,European Centre for Minority Issues
https://openalex.org/V4210218445,2598-5876,"[""2598-5876""]",2598-5876,2598-0904,JIPVA (Jurnal Pendidikan IPA Veteran),JIPVA (Jurnal Pendidikan IPA Veteran),IKIP Veteran Semarang,Universitas IVET
https://openalex.org/V4210168690,2516-421X,"[""2516-421X""]",NA,2516-421X,Journal of Marlowe studies,Journal of Marlowe Studies,Sheffield Hallam University,Sheffield Hallam University
https://openalex.org/V4210226972,2056-967X,"[""2056-967X"", ""2056-9688""]",2056-967X,2056-9688,New vistas,New Vistas,NA,University of West London
https://openalex.org/V4210180067,2579-440X,"[""2579-440X"", ""2579-4396""]",2579-4396,2579-440X,Journal of government and civil society,Journal of Government and Civil Society,Universitas Muhammadiyah Tangerang,Universitas Muhammadiyah Tangerang
https://openalex.org/V42310085,2350-0565,null,NA,2350-0565,Research and Humanities in Medical Education,Research and Humanities in Medical Education,NA,University College of Medical Sciences
https://openalex.org/V2736538640,2395-9630,null,NA,2395-9630,Mexican Journal of Materials Science and Engineering,Mexican Journal of Materials Science and Engineering,NA,Universidad Autonoma de Yucatan
https://openalex.org/V2736815568,2192-4457,null,2192-4457,NA,Skriptum : Studentische Onlinezeitschrift für Geschichte und Geschichtsdidaktik,Skriptum : Studentische Onlinezeitschrift für Geschichte und Geschichtsdidaktik,NA,Universität Mainz
https://openalex.org/V2736816712,2240-7251,null,2240-7251,NA,Intrecci d'arte,Intrecci d'arte,NA,University of Bologna
https://openalex.org/V4210192023,1978-2098,"[""1978-2098""]",1978-2098,2407-8557,Cendekia: Jurnal Pendidikan dan Pembelajaran,Cendekia: Jurnal Pendidikan dan Pembelajaran,Center of Language and Culture Studies,Center of Language and Culture Studies
https://openalex.org/V2737026863,2039-0491,null,NA,2039-0491,Festival dell'Architettura Magazine,Festival dell'Architettura Magazine,NA,Festival Architettura Edizioni
https://openalex.org/V2737301363,2313-9242,null,NA,2313-9242,Caiana: Revista de Historia del Arte y Cultura Visual,Caiana: Revista de Historia del Arte y Cultura Visual,NA,Centro Argentino de Investigadores de Arte
https://openalex.org/V2737686596,1698-272X,null,1698-272X,NA,Pecia Complutense,Pecia Complutense,NA,Universidad Complutense de Madrid
https://openalex.org/V2738141082,2297-3249,null,NA,2297-3249,Informationspraxis,Informationspraxis,NA,Library of the University of Heidelberg
https://openalex.org/V2738270868,2360-2554,null,NA,2360-2554,SEA: Practical Application of Science,SEA: Practical Application of Science,NA,Romanian Foundation for Business Intelligence
https://openalex.org/V2738786493,1134-0258,null,1134-0258,2013-9632,Educació i Història: Revista d'Història de l'Educació,Educació i Història: Revista d'Història de l'Educació,NA,Institut d'Estudis Catalans
https://openalex.org/V2738931206,1982-5625,null,NA,1982-5625,Literatura em Debate,Literatura em Debate,NA,Universidade Regional Integrada do Alto Uruguai e das Missões
https://openalex.org/V2738986851,2068-3227,null,2068-3227,2247-7241,GeoGebra,GeoGebra,NA,"Zigotto Printing & Publishing House, Galati"
https://openalex.org/V2739139558,2035-6803,null,NA,2035-6803,Dolomites Research Notes on Approximation,Dolomites Research Notes on Approximation,NA,Padova University Press
https://openalex.org/V2764487412,2322-4339,null,NA,2322-4339,Sadra Medical Sciences Journal,مجله علوم پزشکی صدرا,NA,Shiraz University of Medical Sciences
https://openalex.org/V2764555183,1730-2064,null,2084-3763,2082-7571,"Ido Movement for Culture : journal of martial arts anthropology : theory of culture, psychophysical culture, cultural tourism, anthropology of martial arts, combat sports",Ido Movement for Culture: Journal of Martial Arts Anthropology,NA,Idokan Poland Association in Rzeszów
https://openalex.org/V2764701373,2157-1074,null,NA,2157-1074,The International Journal of Critical Pedagogy,International Journal of Critical Pedagogy,NA,University of North Carolina at Greensboro
https://openalex.org/V4210209657,1021-1497,"[""2617-3255"", ""1021-1497""]",1021-1497,2617-3255,Image & text,Image & Text,Academy of Science of South Africa,"School of the Arts, University of Pretoria"
https://openalex.org/V4210211079,2565-0394,"[""2565-0394""]",NA,2565-0394,Revista de gramática orientada a las competencias,Revista de Gramática Orientada a las Competencias,Universitat Autonoma de Barcelona,Universitat Autònoma de Barcelona. Departamento de Filología Española
https://openalex.org/V4210211652,2051-655X,"[""2051-655X"", ""2056-6158""]",2051-655X,NA,Journal of practical ethics,Journal of Practical Ethics,University of Michigan Library,Oxford Uehiro Centre for Practical Ethics
https://openalex.org/V2764810238,1448-6156,null,NA,1448-6156,Spreadsheets in Education,Spreadsheets in Education,NA,Bond University
https://openalex.org/V4210213248,2059-2949,"[""2059-2949""]",NA,2059-2949,Glocality,Glocality,"Ubiquity Press, Ltd.",Ubiquity Press
https://openalex.org/V4210214743,2086-3721,"[""2086-3721"", ""2685-6050""]",2086-3721,2685-6050,Jurnal Ulunnuha,Jurnal Ulunnuha,Universitas Islam Negeri Imam Bonjol Padang,Fakultas Ushuluddin dan Studi Agama UIN Imam Bonjol Padang
https://openalex.org/V2736358823,2083-6392,null,2083-6392,NA,Camera Separatoria,Camera Separatoria,NA,Siedlce University of Natural Sciences and Humanities
https://openalex.org/V2736399258,2536-4731,null,NA,2536-4731,Journal of Foreign Language Education and Technology,Journal of Foreign Language Education and Technology,NA,Journal of Foreign Language Education and Technology
https://openalex.org/V2736627835,1559-5404,null,NA,1559-5404,E-Journal of Severe Storms Meteorology,E-Journal of Severe Storms Meteorology,NA,Electronic Journals of Meteorology
https://openalex.org/V2736713552,1024-641X,null,1024-641X,2008-2444,Journal of Dental Medicine,Journal of Dental Medicine,NA,Tehran University of Medical Sciences
https://openalex.org/V2736991896,0719-3653,null,0719-3653,0719-3688,Revista de Estudios Políticos y Estratégicos,Revista de Estudios Políticos y Estratégicos,NA,Universidad Tecnológica Metropolitana. Departamento Gestión de la Información
https://openalex.org/V2737069213,1665-1596,null,1665-1596,2448-6248,Voces de la educación,Voces de la educación,NA,Victor Gutierrez
https://openalex.org/V2737250572,2182-7591,null,2182-7591,NA,Revista E-Psi,Revista E-Psi,NA,Revista E-Psi associated with PsyAssessmentLab (Univ. Coimbra)
https://openalex.org/V2737782269,1728-6506,null,NA,1728-6514,Armaghane Danesh Bimonthly Journal,Armaghane Danesh Bimonthly Journal,NA,Yasuj University Of Medical Sciences
https://openalex.org/V2738431437,0393-1110,null,NA,2385-2615,Rivista Italiana di Acustica,Rivista Italiana di Acustica,NA,Associazione Italiana di Acustica
https://openalex.org/V2738449723,2168-9083,null,NA,2168-9083,Journal of Research Initiatives,Journal of Research Initiatives,NA,Digital Commons/Bepress
https://openalex.org/V2738674014,2340-5147,null,2340-5147,NA,HipoTesis Serie Numerada,HipoTesis Serie Numerada,NA,Plataforma HipoTesis
https://openalex.org/V2739380653,1857-7717,null,1857-7717,1857-7725,Kultura (Skopje),Kultura (Skopje),NA,MI-AN Publishing
https://openalex.org/V2764631349,1735-5133,"[""2228-7493"", ""1735-5133""]",1735-5133,2228-7493,Iran Occupational Health,Salāmat-i kār-i Īrān,CMV Verlag,Iran University of Medical Sciences
https://openalex.org/V4210222588,1907-6355,"[""1907-6355""]",1907-6355,2656-9779,"Qalamuna: Jurnal Pendidikan, Sosial dan Agama",Qalamuna,"Omah Jurnal Sunan Giri, INSURI Ponorogo",Lembaga Penerbitan dan Publikasi Ilmiah Program Pascasarjana IAI Sunan Giri Ponorogo
https://openalex.org/V4210228965,1857-2502,"[""2537-6276"", ""1857-2502""]",1857-2502,2537-6276,Psihologie,Psihologie,Revista Psihologie. Pedagogie speciala. Asistenta sociala,"Association of Psychologists Practitioners, Moldova"
https://openalex.org/V4210233510,2614-4883,"[""2614-4883""]",2614-4883,2614-4905,Al-Afkar,al-Afkar,Universitas Wiralodra,Asosiasi Dosen DPK UIN Sunan Gunung Djati Bandung
https://openalex.org/V4210213929,2668-7542,"[""2668-7542""]",NA,2668-7542,Hungarian Studies Yearbook,Hungarian Studies Yearbook,De Gruyter Open Sp. z o.o.,Sciendo
https://openalex.org/V4210215823,2597-9248,"[""2597-9248""]",2597-9248,2597-3819,"Linguistic, English education and arta (LEEA) journal","Linguistic, English Education and Art (LEEA) Journal",IPM2KPE,IPM2KPE
https://openalex.org/V4210229167,1412-4734,"[""1412-4734""]",1412-4734,2407-8646,Ahkam (Jakarta),Ahkam: Jurnal Ilmu Syariah,LP2M Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta,Faculty Sharia & Law
https://openalex.org/V4210235937,0578-9745,"[""0578-9745""]",0578-9745,2687-4113,Annales de la Faculté de droit d'Istanbul,Annales de la Faculté de Droit d’Istanbul,Istanbul University,Istanbul University Press
https://openalex.org/V4210175847,2564-8829,"[""2564-8829""]",NA,2564-8829,Dictatorships & democracies,Dictatorships & Democracies,Fundacio per la Universitat Oberta de Catalunya,Universitat Oberta de Catalunya
https://openalex.org/V4210237952,2616-6291,"[""2616-6291"", ""2616-6461""]",2616-6461,2616-6291,Journal of Fatima Jinnah Medical University,Journal of Fatima Jinnah Medical University,Fatima Jinnah Medical University,Fatima Jinnah Medical University
https://openalex.org/V4210238885,2774-3829,"[""2774-7689"", ""2774-3829""]",2774-3829,2774-7689,Nusantara,Nusantara,Al-Jami'ah Research Centre,Lembaga Sosial Rumah Indoensia
https://openalex.org/V4210240883,1410-8046,"[""1410-8046""]",1410-8046,2460-9196,Buletin Ekonomi Moneter dan Perbankan,Bulletin Ekonomi Moneter dan Perbankan,"Bank Indonesia, Central Banking Research Department",Bank Indonesia
https://openalex.org/V2736353260,0025-5165,null,0025-5165,2406-0682,Matematički Vesnik,Matematički Vesnik,NA,Mathematical Society of Serbia
https://openalex.org/V2736644930,2085-4943,null,2085-4943,NA,The Journal of Educational Development,The Journal of Educational Development,NA,Universitas Negeri Semarang
https://openalex.org/V2736645800,2225-4676,null,NA,2225-4676,Revista Cubana de Neurología y Neurocirugía,Revista Cubana de Neurología y Neurocirugía,NA,Sociedad Cubana de Neurología y Neurocirugía
https://openalex.org/V2737214194,2281-8960,null,2281-8960,NA,Narrare i Gruppi,Narrare i Gruppi,NA,Giuseppe Licari
https://openalex.org/V2737224105,2451-8875,null,NA,2451-8875,Arabian Epigraphic Notes,Arabian Epigraphic Notes,NA,Leiden University Library
https://openalex.org/V2737405616,2316-4484,null,2316-4484,NA,Revista Multitexto,Revista Multitexto,NA,Universidade Estadual de Montes Claros
https://openalex.org/V4210189848,1850-6747,"[""2451-5965"", ""1850-6747""]",1850-6747,2451-5965,Estudios sociales contemporáneos,Estudios Sociales Contemporáneos,NA,Universidad Nacional de Cuyo
https://openalex.org/V2737738381,2250-4397,null,NA,2250-4397,Estudios del ISHiR,Estudios del ISHiR,NA,Consejo de Investigaciones Científicas y Técnicas Investigaciones Socio-Históricas Regionales
https://openalex.org/V2738043998,0034-7531,null,0034-7531,1561-3119,Revista Cubana de Pediatría,Revista Cubana de Pediatría,NA,Editorial Ciencias Médicas
https://openalex.org/V2738117349,2413-9181,null,NA,2413-9181,Mobile Culture Studies. The Journal,Mobile Culture Studies. The Journal,NA,Karl Franzens-Universität Graz
https://openalex.org/V2739169906,2238-1899,null,NA,2238-1899,Revista Científica e-Locução,Revista Científica e-Locução,NA,Faculdade de Ciências Sociais Aplicadas de Extrema
https://openalex.org/V2764424300,1000-1255,null,1000-1255,NA,China Synthetic Rubber Industry,Hecheng xiangjiao gongye,NA,Editorial Office of China Synthetic Rubber Industry
https://openalex.org/V2764735208,2035-4630,null,2035-4630,NA,International Journal of Psychoanalysis and Education,International Journal of Psychoanalysis and Education,NA,Associazione di Psicoanalisi della Relazione Educativa
https://openalex.org/V2764769645,1735-8299,null,1735-8299,NA,Journal of Mathematical Extension,Journal of Mathematical Extension,NA,Islamic Azad University
https://openalex.org/V4210207598,2703-8327,"[""2703-8327""]",NA,2703-8327,Dance articulated,Dance Articulated,Norwegian University of Science and Technology Library,NTNU Open Access Journals
https://openalex.org/V4210208713,1808-2653,"[""1808-2653""]",NA,1808-2653,"Revista eletrônica da Associação dos Geógrafos Brasileiros, Seção Três Lagoas","Revista Eletrônica da Associação dos Geógrafos Brasileiros, Seção Três Lagoas",Universidade Federal de Mato Grosso do Sul,Associação dos Geógrafos Brasileiros Seção Três Lagoas
https://openalex.org/V2764904012,2322-5750,null,2345-2447,2322-5750,journal of cardio-thoracic medicine,Journal of Cardio-Thoracic Medicine,NA,Mashhad University of Medical Sciences
https://openalex.org/V4210220976,2304-9774,"[""2304-9774"", ""2618-8678""]",2304-9774,2618-8678,Научно-технические ведомости Санкт-Петербургского государственного политехнического университета,Научно-технические ведомости СПбГПУ: Экономические науки,St. Petersburg State Polytechnical University,Peter the Great St. Petersburg Polytechnic University
https://openalex.org/V2765025127,2066-5083,null,2066-5083,1775-352X,Essachess : Journal for Communication Studies,Essachess,NA,"Etudes Scientifiques Spécialisées Appliquées aux Communications Humaines, Economiques, Sociales et Symboliques"
https://openalex.org/V4210224604,2528-5548,"[""2776-4478"", ""2528-5548""]",2776-4478,2528-5548,Jurnal Japanedu : pendidikan dan pengajaran bahasa Jepang,Jurnal Japanedu: Pendidikan dan Pengajaran Bahasa Jepang,Universitas Pendidikan Indonesia,Universitas Pendidikan Indonesia
https://openalex.org/V4210180871,1929-0896,"[""1929-0896"", ""1929-090X""]",NA,1929-090X,Cygne noir,Cygne Noir,Consortium Erudit,Érudit
https://openalex.org/V4210237021,2696-2691,"[""2696-2691""]",NA,2696-2691,Journal of neuroeducation,Journal of Neuroeducation,Edicions de la Universitat de Barcelona,Universitat de Barcelona
https://openalex.org/V27925394,0026-3788,null,0026-3788,2567-9538,Milchwissenschaft-milk Science International,Milk Science International,NA,Hochschule Hannover – University of Applied Sciences and Arts Fakultaet 2 - Faculty 2 Abteilung Bioverfahrenstechnik - Department of Bioprocess Engineering Heisterbergallee 10 A D-30453 Hannover
https://openalex.org/V207257760,2190-7307,null,2190-7307,2363-6947,Bonn zoological Bulletin,Bonn Zoological Bulletin,NA,"Zoologisches Forschungsmuseum Alexander Koenig - Leibnitz Institute for Animal Biodiversity (ZFMK), Bonn"
https://openalex.org/V2737633489,2231-4261,null,2231-4261,NA,Journal of Krishna Institute of Medical Sciences University,Journal of Krishna Institute of Medical Sciences University,NA,Krishna Institute of Medical Sciences University
https://openalex.org/V2737801060,1390-9010,null,NA,1390-9010,Revista Electrónica Formación y Calidad Educativa,Revista Electrónica Formación y Calidad Educativa,NA,Editorial Mar Abierto & Vicerrectoría Académica/ULEAM
https://openalex.org/V2738257880,1234-5865,"[""1234-5865""]",1234-5865,NA,Biuletyn Wojskowej Akademii Technicznej,Biuletyn Wojskowej Akademii Technicznej,Index Copernicus International,"Wojskowa Akademia Techniczna, Redakcja Wydawnictw WAT, ul. gen. S. Kaliskiego 2, 00-908 Warszawa"
https://openalex.org/V2738311221,1512-6102,null,1512-6102,2233-1786,Geodetski Glasnik,Geodetski Glasnik,NA,Union of Associations of Geodetic Professionals in Bosnia and Herzegovina
https://openalex.org/V2738862857,2014-9255,null,NA,2014-9255,"FairPlay : Revista de Filosofia, Ética y Derecho del Deporte","FairPlay : Revista de Filosofia, Ética y Derecho del Deporte",NA,Universitat Pompeu Fabra
https://openalex.org/V2739007354,1591-4305,null,1591-4305,NA,Bollettino Telematico di Filosofia Politica,Bollettino Telematico di Filosofia Politica,NA,Università di Pisa
https://openalex.org/V2739249997,2545-5818,null,NA,2545-5818,"Arid Zone Journal of Engineering, Technology and Environment","Arid Zone Journal of Engineering, Technology and Environment",NA,University of Maiduguri
https://openalex.org/V2739326487,1844-640X,null,1844-640X,NA,Fiabilitate şi Durabilitate,Fiabilitate şi Durabilitate,NA,Academica Brancusi
https://openalex.org/V4210201467,2037-2426,"[""2037-2426""]",2037-2426,NA,Public Knowledge Project PLN,Enthymema,Milano University Press,Università degli Studi di Milano
https://openalex.org/V4210206865,1829-2429,"[""1829-2429""]",1829-2429,2579-3039,Armenian folia anglistika,Armenian Folia Anglistika,NA,Yerevan State University
https://openalex.org/V4210221514,0769-0681,"[""0769-0681""]",NA,2779-2005,Iris,Iris,NA,UGA Éditions
https://openalex.org/V2765031200,1680-855X,"[""2664-2956"", ""1680-855X""]",1680-855X,2664-2956,IRAOI JOURNAL OF STATISTICAL SCIENCES,المجلة العراقية للعلوم الاحصائية,University of Mosul,"College of Computer Science and Mathematics, University of Mosul"
https://openalex.org/V2765073336,1735-434X,null,1735-434X,2423-4222,Iranian Journal of Animal Biosystematics,Iranian Journal of Animal Biosystematics,NA,Ferdowsi University of Mashhad
https://openalex.org/V4210229007,2355-004X,"[""2355-004X""]",2355-004X,2502-6801,Getsempena English Educational Journal,Getsempena English Education Journal,STKIP Bina Bangsa Getsempena,English Education Department
https://openalex.org/V4210234361,2086-7344,"[""2086-7344""]",2086-7344,2502-776X,Politika: Jurnal Ilmu Politik,Politika: Jurnal Ilmu Politik,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),"Master of Political Science Program, Department of Politics and Governance, Faculty of Social and Political Science, Diponegoro University,"
https://openalex.org/V4210236362,2776-706X,"[""2776-706X""]",NA,2776-706X,Indonesian Journal Of Sport Management,Indonesian Journal of Sport Management,Universitas Majalengka,Univesitas Majalengka
https://openalex.org/V4210236530,2502-2326,"[""2502-2326""]",2502-2326,2502-8278,IJOLTL (Indonesian Journal of Language Teaching and Linguistics),IJOTL-TL (Indonesian Journal of Language Teaching and Linguistics),Center of Language and Culture Studies,"Center of Language and Culture Studies, Surakarta, Indonesia"
https://openalex.org/V59473688,1842-3582,"[""1842-3582""]",NA,1842-3582,Digest Journal of Nanomaterials and Biostructures,Digest Journal of Nanomaterials and Biostructures,Virtual Company of Physics,Virtual Company of Physics
https://openalex.org/V2736741801,2324-0652,null,NA,2324-0652,"Barents Studies: Peoples, Economies and Politics","Barents Studies: Peoples, Economies and Politics",NA,University of Lapland
https://openalex.org/V2737104353,1982-2707,null,1982-2707,2238-4642,Pensamento Plural,Pensamento Plural,NA,Universidade Federal de Pelotas
https://openalex.org/V2737169348,1726-5479,null,2306-8515,1726-5479,Sensors & Transducers,Sensors & Transducers,NA,"IFSA Publishing, S.L."
https://openalex.org/V2737571141,2036-6558,null,2036-6558,NA,Lo Sguardo - Rivista di Filosofia,Lo Sguardo - Rivista di Filosofia,NA,Edizioni di Storia e Letteratura
https://openalex.org/V2737859358,2345-0126,null,2345-0126,NA,Social Transformations in Contemporary Society,Social Transformations in Contemporary Society,NA,Mykolas Romeris University
https://openalex.org/V2738138091,0026-279X,null,0026-279X,NA,Micronesica,Micronesica,NA,University of Guam Press
https://openalex.org/V2738446079,2421-454X,null,NA,2421-454X,Series. International journal of tv serial narratives,Series. International journal of tv serial narratives,NA,University of Bologna
https://openalex.org/V2738794185,2423-6578,null,NA,2423-6586,Quarterly Journal of Applied Theories of Economics,Quarterly Journal of Applied Theories of Economics,NA,University of Tabriz
https://openalex.org/V2764462254,2050-487X,null,NA,2050-487X,The South Asianist,The South Asianist,NA,University of Edinburgh Library
https://openalex.org/V2764696585,2008-8302,null,2008-8302,2008-8310,International Journal of Information Science and Management,International Journal of Information Science and Management,NA,Regional Information Center for Science and Technology (RICeST)
https://openalex.org/V2764926681,2332-2098,null,NA,2332-2098,Hybrid Pedagogy,Hybrid Pedagogy,NA,Hybrid Pedagogy Inc.
https://openalex.org/V190357198,2040-1876,null,NA,2040-1876,Journal of the Anthropological Society of Oxford,Journal of the Anthropological Society of Oxford,NA,Anthropological Society of Oxford
https://openalex.org/V2737073284,2007-2678,"[""2007-2678""]",NA,2007-2678,Virtualis,Virtualis,Instituto Tecnologico y de Estudios Superiores de Monterrey,Instituto Tecnológico y de Estudios Superiores de Monterrey
https://openalex.org/V2737688388,1999-2521,null,1999-2521,1999-253X,ASEAS - Austrian Journal of South-East Asian Studies,ASEAS - Austrian Journal of South-East Asian Studies,NA,SEAS - Society for South-East Asian Studies
https://openalex.org/V2738308076,1518-2487,null,NA,1518-2487,Revista Eptic,Revista Eptic,NA,Universidade Federal de Sergipe
https://openalex.org/V2764368109,2345-6256,null,2345-6256,2345-6892,Reviews in Clinical Medicine,Reviews in Clinical Medicine,NA,Mashhad University of Medical Sciences
https://openalex.org/V4210187645,1409-7001,"[""2199-630X"", ""1409-7001""]",1409-7001,1857-8462,SEEU Review,SEEU Review,De Gruyter Open Sp. z o.o.,Sciendo
https://openalex.org/V4210216360,1410-3044,"[""1410-3044""]",1410-3044,2302-4399,Jurnal Teknologi dan Industri Hasil Pertanian,Jurnal Teknologi & Industri Hasil Pertanian,Universitas Lampung,"Teknologi Hasil Pertanian, Fakultas Pertanian, Universitas Lampung"
https://openalex.org/V4210194095,1506-5790,"[""2353-9860"", ""1506-5790""]",1506-5790,2353-9860,Studia Etnologiczne i Antropologiczne,Studia Etnologiczne i Antropologiczne,University of Silesia in Katowice,University of Silesia Press
https://openalex.org/V4210221850,1518-0581,"[""1518-0581""]",1518-0581,2595-8127,ABEI journal,ABEI Journal,ABEI Journal,Associação Brasileira de Estudos Irlandeses
https://openalex.org/V4210224524,1979-3693,"[""1979-3693""]",1979-3693,2477-0647,Media Statistika,Media Statistika,Institute of Research and Community Services Diponegoro University (LPPM UNDIP),Universitas Diponegoro
https://openalex.org/V4210225539,2665-5489,"[""2665-5489"", ""2665-5470""]",2665-5470,2665-5489,Análisis Jurídico - Político,Análisis Jurídico - Político,Universidad Nacional Abierta y a Distancia,Universidad Nacional Abierta y a Distancia (UNAD)
https://openalex.org/V4210201453,1390-0110,"[""1390-0110""]",1390-0110,2661-6653,Oncología,Oncología,Sociedad de Lucha contra el Cancer del Ecuador - Matriz Guayaquil,Sociedad de Lucha contra el Cáncer-SOLCA
https://openalex.org/V4210205621,0005-805X,"[""0005-805X""]",0005-805X,NA,Beiträge zur Entomologie,Beiträge zur Entomologie,University Library J. C. Senckenberg,Senckenberg Deutsches Entomologisches Institut
https://openalex.org/V4210240537,2675-3812,"[""2675-3812"", ""2675-3871""]",2675-3812,2675-3871,Revista Fim do Mundo,Revista Fim do Mundo,Faculdade de Filosofia e Ciências,Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP)
https://openalex.org/V2736438156,2008-4722,null,2008-4722,2423-3951,Agricultural Economics & Development,مجله اقتصاد و توسعه کشاورزی,NA,Ferdowsi University of Mashhad
https://openalex.org/V2736507771,0102-700X,null,0102-700X,2237-8723,Acervo,Acervo,NA,Arquivo Nacional
https://openalex.org/V2736569557,2222-8586,null,2222-8586,2415-7627,"Naukovij Vìsnik Nacìonalʹnogo Unìversitetu Bìoresursìv ì Prirodokoristuvannâ Ukraïni. Serìâ: Ekonomìka, Agrarnij Menedžment ta Bìznes","Naukovij Vìsnik Nacìonalʹnogo Unìversitetu Bìoresursìv ì Prirodokoristuvannâ Ukraïni. Serìâ: Ekonomìka, Agrarnij Menedžment ta Bìznes",NA,National University of Life and Environmental Sciences of Ukraine
https://openalex.org/V2736648221,1983-7429,null,NA,1983-7429,Revista Litteris,Revista Litteris,NA,Universidade Federal Fluminense
https://openalex.org/V2737157502,1114-8802,null,1114-8802,NA,Electronic Journal of Information Technology,Electronic Journal of Information Technology,NA,Ecole Mohammadia d'Ingénieurs
https://openalex.org/V2737383011,1961-9359,null,1961-9359,2260-6513,Synergies Espagne,Synergies Espagne,NA,Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT)
https://openalex.org/V2737678479,1653-4360,null,NA,1653-4360,International Journal of Public Information Systems,International Journal of Public Information Systems,NA,Mid Sweden University
https://openalex.org/V2737986789,0896-226X,null,0896-226X,NA,Essays in Economic and Business History,Essays in Economic and Business History,NA,Economic & Business History Society
https://openalex.org/V2738173130,1906-1714,null,1906-1714,NA,EnvironmentAsia,EnvironmentAsia,NA,Thai Society of Higher Eduction Institutes on Environment
https://openalex.org/V4210168522,2248-485X,"[""2248-485X"", ""2619-4023""]",2248-485X,2619-4023,Visitas al patio,Visitas al Patio,Universidad de Cartagena,Universidad de Cartagena
https://openalex.org/V2739302397,2248-7441,null,NA,2248-7441,Revista Antioqueña de las Ciencias Computacionales y la Ingeniería de Software (RACCIS),Revista Antioqueña de las Ciencias Computacionales y la Ingeniería de Software (RACCIS),NA,Instituto Antioqueño de Investigación (IAI)
https://openalex.org/V4210169838,0215-9066,"[""2528-4045"", ""0215-9066""]",0215-9066,2528-4045,Warta Ardhia: Jurnal perhubungan udara,Warta Ardhia: Jurnal Perhubungan Udara,Badan Litbang Perhubungan,Air Transportation Research and Development Center
https://openalex.org/V4210172604,2086-4981,"[""2086-4981"", ""2620-6390""]",2086-4981,2620-6390,Jurnal teknologi informasi dan pendidikan,Jurnal Teknologi Informasi dan Pendidikan,Universitas Negeri Padang (UNP),Universitas Negeri Padang
